Review,Type
"খুব সখ করে আমার ছোট বোন টা #Dairy_Milk_oreo কিনেছিলো,১৫০ টাকা চেঞ্জ করে নি তারা,কিন্তু প্রদত্ত ডেট এর উপর #Rate_tag লাগিয়ে ঠিকি চেঞ্জ করেছে।বাসায় ফিরে দেখি এই অবস্থা.বিদঘুটে স্মেল আর তেল বের হয়ে আশছে চকলেট থেকে।",bad
রিজনেবল প্রাইসে সিগনেচার খাবারের জন্য হোয়াইট হল বাফেট সুপরিচিত।এখানে কমবেশি প্রত্যেকটি আইটেমের টেস্ট মানসম্মত ছিলো।,good
"১৫ আইটেমের সালাদের মধ্যে থেকে রাশিয়ান সালাদ, ফ্রুট সালাদ, কলস্লো সালাদ বেশি ভালো লেগেছে।",good
"প্রায় ১৫ আইটেমের ডেজার্ট সবগুলোই ছিল ভালো লাগার মতো। এর মধ্যে ওরিও কেক, চকলেট পেস্ট্রি, স্ট্রবেরি কেক, ভেনিলা পেস্ট্রি, চকলেট ম্যুস, পুডিং, শাহী টুকরা ছিল অন্যতম",good
"প্রথমে বলে নেই এইটা কোন পেইড রিভিউ না,কারণ এটাই আমার প্রথম কোন ফুড রিভিউ। আট/নয় বার এই শপ থেকে অনেক কিছু খাওয়াদাওয়া যাচাইবাছাই করে রিভিউটা দেয়া।  পরিচিতিঃ খিলঁগাও,সবুজবাগ,বাসাবো,কদমতলা এই, দিকের মানুষ কফি বলতে সে খিলগাঁও তালতলার, গদবাধা কফি চিনি। কিন্তু আপনি যদি ক্রিমসন কাপ/নর্থ, এন্ড/ নার্ডিবিন/টাবাক এর কফি পছন্দ করে থাকেন বা কফি বলতে আসলে যা বুঝি আমরা সে স্বাদ নিতে চান,  তাহলে তার থেকে এভারেজ  খিলঁগাও থেকে বেস্ট/ বেটার, কফি এই টাউনে  তা হলো Rieko Bakery & Cafe   ।লোকেশনঃ সবুজবাগ বৌদ্ধ মন্দির থেকে রিক্সা বা সি, এনজি যোগে কদমতলা ওয়াসার রোড হয়ে ১০নং গলির, পরে কদমতলার ব্রিজের আগে  রোডের সামনে দেখতে, পারবেন @rieko পরিবেশঃখুবই সুন্দর ছিমছাম ও খুবই পরিস্কার ও স্বল্প, মানুষের বসার মতন, জায়গা রয়েছে। এবং আপনি বসে, বা কাউন্টারের সামনে গিয়ে তাদের লাইভ কিচেন দেখতে, পারবেন।আশা করি আশাহত হবেন না। খুবই পরিস্কার, কিচেন।  খাবারের মান ও যা যা পাবেনঃ সেখানে তাদের নিজস্ব, বেকারীর তৈরী বান/কুকিজ/পেস্ট্রি/কেক(কাস্টমাইজ কেক)/কাপকেক/স্নেক।কফি সেকশনে আপনি আপনার সেখানের মেন্যু অনুযায়ী, অর্ডার করতে পারবেন। সব ধরনের কফি রয়েছে আর, তাদের কফির বিন ও খুবই স্পেশাল।মানঃ আজকে আমি অর্ডার করেছিলাম দুইটা, অরিওশেক/একটা এক্সপ্রেসো/ একটা হট চকোলেট  ও ছোট ভাইয়ের জন্য একটা বার্থডে কেক।এই @Rieko আশার পর টেস্টিট্রিট/কুপার্স/মিঠাইর কেক এদের, ধারেকাছেও নেই আমার নিজস্ব মতামত এইটা। দামঃএলাকা হিসাবে যদি দাম টা হিসাব করি তাহলে, স্টুডেন্ট  প্যাকেজ আপনি একটু কম পাবেন কারন, সেখানের সর্বনিম্ন এক্সপ্রেসোর দাম ১১৫টা। অরিওশেক ছিলো ১৪০টাকা হট চকোলেট  ছিলো ১৯০টাকা।আশা করি যদি আমি ধানমন্ডি/গুলশান/বনানীর কফিশপ গুলোর সাথে তুলনা করি তাহলে প্রাইজ ঠিকঠাক লেগেছে।কিন্তু এলাকার হিসাবে একটু বেশি...সার্ভিসঃ এইটা না বললে নয় এদের সার্ভিস খুবই অমায়িক। এরা খুবই কেয়ার ফুল সার্ভিস নিয়ে। বিঃদ্রঃ যাওয়ার আগে এদের অবশ্যই এদের পেইজ চেক। করেন যাবেন। কোন ক্লোজ কখন খোলা দেখে যাবেন। বিকালে থেকে রাত পর্যন্ত এদের শপ খোলা থাকে।",very good
আমার প্রথম ফুড রিভিউ ব্লগ ভিডিও। যমুনা ফিউচার পার্কের পকেট গেইটের অপজিটে Rahman AJ Trade Centre এর 2nd floor এ Armani lounge ব্যুফে রেস্টুরেন্টে লাঞ্চে আমার এক্সপেরিয়েন্স কেমন হলো সেটা এই ভিডিও তে তুলে ধরার চেস্টা করেছি।বসুন্ধরা আবাসিক এলাকায় বসুন্ধরা গেইটে যত গুলো ব্যুফে রেস্টুরেন্ট রয়েছে সেগুলোর মধ্যে এই রেস্টুরেন্ট টা আমার বেস্ট মনে হয়েছে। পার্সোনাল রেটিং:-৮/১০,good
"র নাম যদি হয় oven baked pasta তাহলে আর কি বলার আছে।চিজ তো নাই বললেই চলে,আর মাংস ছিল ৩ পিস, মাশরুম ছিল ২ পিস।আর স্বাদের কথা যদি বলি ১০ এ ০০০০০ (শূন্য)।বন্ধুদের বলছি এই জায়গায় গিয়ে ভুলেও কখনো পাস্তা অর্ডার দিবেনা।আমি অভিযোগ করলাম, তারপর তারা বলে ওরা নাকি এটা  এমনই বানায়।খাওয়া হয়ে গেলো হাওয়া।দাম:৩২০",bad
"আমি কিছুদিন আগে এই রেষ্টুরেন্ট নিয়ে এই গ্রুপে পোস্ট দিয়েছিলাম। সদ্য চালু হওয়া নতুন রেস্টুরেন্ট এ ভোজন রসিকরা  যেতে পারেন। যাই হোক তখন আমি এটাতে  খাই নি। এবার খেয়ে রিভিও দিলাম।কাচ্চিবিরিয়ানি  স্বাদ ৪/১০ দাম ১৫০ অতিরিক্ত  তেল, বিশাল আলু, গোশত খুব ই ছোট গ্রীল স্বাদ ২/১০ এর চেয়ে বাজে গ্রীল কোথায় খেয়েছি এই মুহূর্ত এ মনে করতে পারছি না সার্ভিস ৩/১০",bad
তাদের কাবাব এর কথা আলাদা করে বলতেই হয়।। অনেক ধরনের কাবাব ছিল।আমার কাছে পারসোনালি তাদের চিকেন তান্দুরি টা ভাল লাগছে।। কাবাব খাওয়ার জন্য সাথে স্পেশাল গারলিক নান আর বাটার নান ছিল।।। যেটা পারফেক্ট কম্বিনেশন ছিল বলা চলে,good
মেইন ডিশে  বিরিয়ানি সাথে মাটন রোগান জোশ  কম্বিনেশন টা ছিল অসাধারণ অনেক ধরনের  ভেজিটেবল এর অপশন ছিল। এবং সব গুলা ভেজিটেবল ই ছিল ফ্রেশ,good
গারলিক প্রন আর ক্রেব মাসালা তা আমার পারসোনালি অনেক ভাল লাগছে।,good
"থাই,চাইনিজ,কন্টিনেন্টাল এর সব গুলো আইটেম ই ভাল লাগছে আমার",good
"প্রায় ২০+ রকমের সলিড ডেসার্ট ছিলো। চকলেট পেস্ট্রি,পুডিং,ভ্যানিলা পেস্ট্রি,ফ্রুট কাস্টার্ড, সাহি টুকরা,গোলাপ জামুন অসাধারণ লেগেছে",good
খুব জলদি তাদের বিভিন্ন ধরনের  সুশি ভ্যারিয়েশন নিয়ে  আসবে। যারা সুশি লাভার তারা ট্রাই করে আসতে পারবেন। আসা করি ভাল লাগবে,good
"ধানমন্ডিতে নতুন হওয়া এই buffet restaurent টা..The aristocrat launge, premium buffet restaurant..রেস্টুরেন্টটি সব দিক থেকেই আমার ভালো লেগেছে,যেমন ছিলো ডেকোরেশন,তেমনি এর খাবারের টেস্ট..প্রতিটা আইটেমের টেস্টই ভালো ছিলো,Total 100+ আইটেম ছিলো তাদের সব মিলিয়ে..সাথে আছে unlimited drinks.. আমি যদিও almost সবগুলো drinks এ নিয়েছি..",good
পর পর দুই বার গিয়েছি।  খাবার এবং সকল স্টাফদের ব্যবহার খুব ভালো ছিল। ৪৯৯ টাকার মধ্যে খুবই ভালো। নিরিবিলি ও আশেপাশের পরিবেশও ভালো।,good
"তাদের সার্ভিসিং এবং রিফিলিং প্রসসস ২ টাই বেশ দ্রুত। এরকম সুন্দর, ক্লিন,গোছানো,মনকাড়া ইন্টেরিয়র ও লোভনীয় সব খাবার মিলে আমি বলবো প্রাইস ওরদি।তাদের মেইন ডিস গুলো এত মজার ছিলো তার জন্য রেটিং -১০/১০ দিতে বাধ্য ",very good
"বন্ধুবান্ধব, ফ্যামিলি নিয়ে, ভালো একটি সময় কাটানোর জন্য বেস্ট অপশন হতে ঢাকাবাসীর জন্য সময় করে একদিন ঘুরে আসতে  পারেন।।আসা করি ভালো লাগবে",good
মাত্র ১২০ টাকা তে অসাধারণ মজার খাসির তেহারি.টেন্ডার এন্ড জুসি রিভিউ এর দ্বিতীয় পর্ব সবচেয়ে জনপ্রিয় ফুডজোন নাজিরা বাজার থেকে নাজিরা বাজারের বেস্ট বিরিয়ানি: হানিফ এর খাসির বিরিয়ানি. হাজীর বিরিয়ানির থেকে অনেক মজা আর অনেক বেশি গোশত সহ হানিফ এর বিরিয়ানি.না খাইলে মিস,very good
"উত্তরা কাচ্চি এক্সপ্রেস এর কাচ্চি টেষ্ট করে দেখলাম, এবং আপনাদের জন্য একটা ছোট্ট রিভিউ। আইটেম ছিল অথেন্টিক কাচ্চি।দাম ছিল# ২৪০৳  দাম তুলনামূলক ঠিক আছে ১০ এর মধ্যে ৮ পরিমাণ #একজনের জন্য যথেষ্ট 09/10 টেস্ট # ০৭/১০ আমার কাছে একটু মিষ্টি মিষ্টি লাগছে। পরিবেশ# ০৯/১০ আমার কাছে ভালো লেগেছে ব্যাবহার# ০৯/১০ খুব ভালো।",good
"খিলগাও এর ক্যাফে থিয়েটার এর নাম তো সবারই কম বেশি জানা আছে আশা করি! গত দুদিন আগে আমার বার্থডে ছিল! আমি আর আমার কিছু ফ্রেন্ডস মিলে ঠিক করি সেখানেই আমরা হেংআউট করবো, সো যেই কথা সেই কাজ! আমরা সবাই সেখানে বিকালের একটু আগেই যাই! গিয়ে দেখি তাদের এসি নষ্ট! যাইহোক সেটা ব্যাপার না!সবার পছন্দ অনুযায়ী পিৎজা/পাস্তা অর্ডার করা হলে তারা বলে তাদের ওভেন নষ্ট!! এখানে বলে রাখা ভাল তখন তাদের বাই ওয়ান গেট ওয়ান অফার চলছিল (পিৎজা)!আমরা সেখানে স্টে করার আধ ঘন্টার মধ্যে দেখলাম পাশের টেবিলে থাকা কাপলের জন্য পিৎজা সার্ভ করা হয়েছে! ব্যাপারটা আমার মাথার উপর দিয়েই গেলো পুরোটা অফার থাকা অবস্থায় তাদের এমন সার্ভিস বা কাস্টমার এর সাথে এরকম মিথ্যে বলাটা খুবই দুঃখজনক পরে অবশ্য আমরা সবাই ক্রেজি পিংজু প্ল্যাটারটি অর্ডার করেছিলাম সবার জন্য যেটার স্বাদ ও বলবোনা খুব বেশি ভাল  ৫/১০! ওয়েটার গুলো খাবার সার্ভ করেই দূরে চলে যায়! জিজ্ঞেস করে জানবো যে ব্যাপারটা কি সেটারও উপায় নেই!!",bad
"এক ভাইয়ের possitive Review dekhe ছেলেকে নিয়ে গতকাল  রাত এ ডিনারের জন্য গিয়েছিলাম, খাবার   order করার 15 minits এর ভিতরে খাবার পেলাম, first e folk set menu তে খিয়াল করলাম চা চামচের ১ চামচ পরিমান সবজি n  চা চামচের ১ চামচ  সালাত, আর chiken ar picce  টা খুব ছোট ছিল, rice ar poriman atoi kom silo je  1 minite khawa sesh. test আমার কাছে একদম বাজে মনে হইসে, অনেক কে আবার বলবেন ৯৯ টাকা তে এর চেয়ে আর কি বেশি হবে?? আমার মনে হয়েছে জা তাই বললাম  rice ta samanno বাড়িয়ে দেয়া জেত।  pic e   খাবার অনেক মনে হচ্ছে but  বাস্তবে খাবার গুল  plate ar এক কনায় পরে ছিল।  যারা খুশি মনে যাবেন বলে ভাবসেন তারা  আমার মত খাবার খেয়ে যেন হতাস না হন।।।।।। এক এক জন এর test  এক এক রকম তাই হয়ত অনেক এর কাছে ভাল লাগতেও পারে, আমার মত যারা খাবারের বেলায় একটু choosy type তাদের কাছে একদম এ ভাল লাগবে না।",bad
"৯০ টাকায় জনপ্রিয় বিসমিল্লাহ কাবাব এর চাপ কাবাব টেন্ডার এন্ড জুসি রিভিউ এর ৬ষ্ট পর্ব , নাজিরা বাজার থেকে",good
পিৎজা পছন্দ না এমন মানুষ পাওয়া মুশকিল.আর তারওপর যদি হয় photo/tiktok ফ্রিক তাহলে এই place টা যে কারোই খুব বেশি ভালো লাগবে আমি damn sure..যেমন এর খাবার খুব মজা তেমনি location ডেকোরেশন পুরা 10 out of 10,very good
"Chicken fry বরাবরই আমার খুব fav..তাই different place এর চিকেন fry try করি alwys.. সেই সুবাদেই ধানমন্ডির fry bucket এ যাওয়া..বাইরেই এদের অনেক মেনু দেওয়া,প্রাইস দেখলাম সব কিছুরই খুবই reasonable..এর পর ওদের weekly প্রতিটা item এ আছে অফার.. যেহেতু friday ছিলো তাই ফ্রাইডে অফার টা নিয়ে ফেললাম.5pc chicken fry & 2 drinks.Only 399tk তে.এটার রেগুলার প্রাইস 500tk.যাইহোক টেস্ট খুবই ভালো লাগসে আমার.Rating 9/10",very good
"লিভারপুল রেস্টুরেন্ট ধানমন্ডি তে.এই রেস্টুরেন্ট এর প্রধান আকর্ষণ এর ওয়াইড রেঞ্জের কাবাব এর সমারোহ.কি নেই এই কাবাব রেস্টুরান্ট এ, চিকেন বটি, মটন হরিয়ালি, প্রন কাবাব, ফিশ কাবাব, বিফ শিক, চিকেন উইংস, সাসলিক, ভেজিটেবল কাবাব.এছাড়াও আছে লাঞ্চ, ডিনার এর বিরিয়ানি, তেহারি, রাইস, মটন, বিফ, চিকেন কারি.আজকে আমাদের সাথে ছিল আমাদের প্রিয় কবির ভাই, যিনি নিজেও একজন সফল ফুড বিসনেস উদ্যোক্তা এবং আমাদের মতো ফুডি.আমরা রাত ১২ টাতে গিয়েছিলাম. আমরা নিয়েছিলাম কাবাব প্লাটার ফর ২. অসাধারণ মজার সেই প্লাটার. এই প্লাটার ৩ জন এর জন্য যথেষ্ট.কাবাব ১০/১০ সার্ভিস ৮/10 পরিবেশ ১০/১০ রেস্টুরেন্ট খোলা থাকে রাত ১২ তা পর্যন্ত. যে কোনো দিন বন্ধুদের নিয়ে ঘুরে আসুন ধানমন্ডির এই লিভারপুল রেস্টুরেন্ট এ আর উপভোগ করুন মজাদার কাবাব.ঠিকানা: ধানমন্ডি ২ নাম্বার. সীমান্ত স্কয়ার এর উল্টো দিকে.বিস্তারিত ভিডিও দেখুন নিচে, এবং লাইক, শেয়ার দিয়ে আমাদের সাথেই থাকুন আরো আরো মজাদার খাবার এর রিভিউ দেখার জন্য",very good
"ফুড রিভিউঃ স্টার কাবাব, বনানী ওভারঅল সব কিছুই মোটামুটি ভাল ছিল, কিন্তু দধিটা ভাল ছিল না। ",good
"বেশ আরামসেই বসে বসে আনলিমিটেড ৮৫+ আইটেম খাওয়া যায়। আইটেম গুলি বেশ। অনেক কিছুই ছিলো যেমন ৪ রকমের কাবাব, বিফ মেজবানী, হায়দ্রাবাদী মাটন বিরিয়ানী, চিকেন বিরিয়ানী, চিকেন ঝাল ফ্রাই (দেশী), গার্লিক প্রণ, বিফ সিজলিং, চিকেন সিজলিং, চিকেন ফ্রাই, থাই ও কর্ণ স্যুপ, ফুচকা, হরেক রকম সালাদ, ডেজার্ট আবার কফি, জুস, ড্রিংস সহ আরো অনেক কিছুই",very good
"৭০+ আইটেমে তা যা ট্রাই করলাম তার মধ্যে তাদের soup আইটেমটা আর স্প্রিং রোল টা বেশ মজার। মেইন ডিশের মধ্যে ফ্রাইড রাইস, চিকেন বিরিয়ানি, বিফ চিলি অনিয়ন, চিকেন টিক্কা, বাটার মাসালা, গার্লিক প্রন, বিফ রেজালা বেস্ট ছিল। কারণ, প্রতিটা আইটেম খাওয়ার মতো, খারাপ লাগেনি একটাও। তবে হ্যাঁ তাদের চিকেন ফ্রাইটা আরেকটু স্পাইসি হলে ভালো লাগতো।তাদের দেখলাম লাইভ কাবাব সার্ভ করে তো তাদের চিকেন হারিয়ালি কাবাব আর চিকেন টিক্কা টা বেশ মজার। কাঁকড়া আমি খাইনা তাই বলতে পারলাম না। আর চিকেন সাশলিকে সসের পরিমাণ একটু বেশি।ডেজার্ট এরমধ্যে পেস্ট্রি কেক গুলোর টেস্ট ভালো খেতে খুবই মজার। আর সবচেয়ে বড় কথা হলো তাদের ১০/১২ রকমের ডেজার্ট আছে। কুনাফা আর গোলাব জামুনটা মোটা মুটি বাকিগুলো চলে। খাওয়া যায় আরকি।",good
সেগুন বাগিচার মধ্যে অফিশিয়াল এরিয়ার আশেপাশে লাঞ্চ কিংবা ডিনারের জন্য Bhaat Ghor হতে পারে সেরা অপশন।অফিশিয়াল এরিয়ায় হওয়ার কারণে জায়গাটা মানুষে পরিপূর্ণ এবং কোলাহলময়। কিন্তু খাবারের স্বাদ ঘরোয়া খাবারের মতোই এবং পরিচ্ছন্ন ছিলো। এরিয়া মোটামুটি হলেও পরিবেশ ছিল অসাধারণ। এখন আসি তাদের খাবারের স্বাদ এবং কোয়ালিটি নিয়ে।মোরগ পোলাও: তারা মূলত প্রত্যেক সপ্তাহের রবিবার মোরগ পোলাও মেন্যুতে রাখে। পোলাওয়ের পরিমাণ যথেষ্ট ছিল। চিকেনের ঝোল একটু বেশি পরিমাণে রাখলে খেতে আরো ভালো লাগতো.চিকেন হাড়িয়ালি কাবাব: হাড়িয়ালি কাবাবের উপরে মিন্ট ফ্লেভার খুব ভালোভাবে ছিলো এবং সাথে পুদিনার চাটনিও মজার ছিল.সবগুলো আইটেমের মধ্যে আমার কাছে বিফ আচারি খিচুড়ি সবচেয়ে ভালো লেগেছে। খিচুড়িতে মাংসের একদম সলিড পিস ছিল এবং আচারি ফ্লেভারটাও খুব ভালো ভাবে নাকে লাগছিলো.চিকেন শর্মা চিকেনের পরিমাণ ভালোই ছিল এবং মেয়োনিজের কম্বিনেশনের কারণে শর্মা খেতে ভালই লেগেছিল,good
"মিরপুরের বুকে একদম ইউনিক একটি সবুজে ঘেরা ব্যুফে হচ্ছে Rave Buffet & Rooftop এতকম প্রাইসে এর কোয়ালিটিফুল খাবার শুধু এখানেই পাচ্ছেন।  শুধু যে কোয়ালিটিফুল খাবারই পাওয়া যাচ্ছে তা কিন্তু নয়।  তাদের ব্যুফে মেন্যুতে রয়েছে প্রায়ই ১০০+ ফুড আইটেম।  বেশ সুন্দর ইন্টেরিয়র এবং ওয়েল গ্রুমড স্টাফ এন্ড সার্ভিসেস এর জন্য আমার কাছে খুব ভালো লেগেছে। তাদের ১০০+ আইটেম এর মধ্যে এই আইটেমগুলো আমার কাছে জোস লেগেছে।  প্রত্যেকটি খাবারই ছিল বেশ সুস্বাদু।  তাদের রিফিল টাইম ও খুবই কম। একটা ফুড শেষ হতে না হতেই আবার নতুন করে রিফিল করে দেয়। তাদের সার্ভিস ও বেশ ভালোই লেগেছে।  আমার কাছে স্পেশালি সবচেয়ে বেশি ভালো লেগেছে মাটন বিরিয়ানি। মাটনগুলো ছিলো ওয়েল কুকড এবং জুসি। বিরিয়ানি ও ছিলো বেশ ঝরঝরে।  আমার কাছে তাদের সী-ফুড স্যুপটা খুবই অসাধারণ লেগেছে। যেটাতে ছিলো চিংড়ি,কাকড়া,স্কুইড ও কিছু সামুদ্রিক মাছ।  থাই স্যুপটিও বেশ লেগেছে। একদম পারফেক্ট লেভেলের থিক ছিলো। আমি প্রায়ই অনেকগুলো আইটেম ই ট্রাই করেছি। ",good
বেশ বড়সড় যায়গার উপর করা এটি।  গতকাল গিয়েছিলাম তাদের ফুড ট্রাই করার  জন্য। ইন্টেরিয়র নিয়ে তো কিছু বলার যায়গাই রাখে না তারা। বেস্ট এক কথায়।আর তাদের সার্ভিস ও যথেষ্ট ভালো। রিফিল ও করে খুবই ফাস্ট। কোনো খাবার পাইনি এমন একবারও হয়নি আমার সাথে। আর এদের রুফটপ তো আছেই। ছবি তোলার জন্য বেশ দারুন একটা যায়গা লাগছে আমার কাছে।আমি গিয়েছিলাম লাঞ্চে। ১০০+ আইটেম ছিলো। আর প্রাইসটা পড়েছিলো ৮৯৫ টাকা।প্রাইসটা আমার কাছে ঠিকঠাকই লাগছে ফুডের কোয়ালিটি আর ইনভাইরনমেন্টের ব্যাসিসে।এপিটাইজারের মধ্যে সী ফুড স্যুপটা আমার কাছে সবচেয়ে জোস লাগছে। ওয়ন্থনটাও বেশ ক্রিস্পি। থাই স্যুপটাও ভালই ছিলো। যথেস্ট চিকেন পাইছিলাম।মেইন কোর্সে আমার কাছে মাস্ট ট্রাই আইটেম লাগছে খিচুরির সাথে বীফটা। এক কথায় জোস। এরপর মাটন বিরিয়ানিটাও বেশ ভালো লাগছে আমার কাছে। মাটনের পিছ গুলো বেশ সফট ছিলো। চিকেন কাবাব এর সাথে বাটার নানটাও বেশ জমছিলো।ডেজার্টের মধ্যে রেড ভেলভেটটা বেস্ট ছিলো।  এছাড়াও অন্যান্য কেকগুলোও আমার কাছে ভালোই লাগছে।,good
"হাঁসের মাংসের কেজি ৭৫০ টাকা হলেও Rave Buffet & Rooftop  এ হাঁসের মাংস সহ আরো ১০০+ আইটেম মাত্র ৮৪৫ টাকায়!মোস্ট হাইপড রুফটপ এর বাফেট ট্রাই করলাম এবার। তাদের বাফেট প্লেস টাও বেশ বড় আর ওয়েল ডেকোরেটেড। এবার কিছু খাবার নিয়ে বলা যাক :মেইন আইটেম হিসেবে ছিলো খিচুড়ি,হাসের মাংস,কাচ্চি, বিফ রেজালা, ফ্রাইড রাইস, চাওমিন,বাটার নান,বাটার চিকেন,চিকেন কাবাব,ডাল,  চিকেন ফ্রাই, সুইট প্রণ, আচারী চিকেন সহ আরো অনেক অনেক আইটেম যা প্রতিটাই ভালো লেগেছে আমার।এপিটাইজার এ স্যুপ ছিলো ৩ ধরনের।থাই স্যুপ,সি ফুড স্যুপ,ভেজিটেবল স্যুপ, সি ফুড স্যুপ টা বেস্ট লেগেছে কারন এতে অনেক ধরনের সি ফুড পরিপূর্ণ ছিলো। সাথে ছিলো পাস্তা, অন্থন স্প্রিং রোল,চিকেন ফ্রাই, নাগা উইংস যেটা জোস লেগেছে আমার। আর হোয়াইট সস পাস্তা টা সবচেয়ে ভাল লেগেছে।আর আকর্ষণীয় ছিলো ডেজার্ট কর্ণার যাতে রেড ভেলবেট,ব্রাউনি,চকোলেট কেক, মিষ্টি,দই,কুনাফা,পায়েশ, এবং আরো অনেক নাম না জানা কেক সহ আরো অনেক গুলো আইটেম।সাথে ছিলো ৩ ধরনের জুস,আনলিমিটেড সফট ড্রিংক্স",good
প্রথম পোস্ট at Hollywood Kitchen(শনির আখড়া)সবসময় দূরে রেস্টুরেন্ট এ যেতে ভালো লাগে না তাই নিজের এলাকার রেস্টুরেন্ট এ গেলাম.আমার জীবনে বাজে নোংরা খাবার পিৎজার মধ্যে মুরগীর পাখার বড় পশম..ছিঃ..একদম বাজে টেষ্ট: ৫/১০,bad
"প্রকৃতির মধ্যে খানা-পিনা বলছিলাম মিরপুরের Rave Buffet & Rooftopএর কথা এখানে পেয়ে যাবেন প্রিমিয়াম সব খাবারের সাথে মনোরম এক শান্ত পরিবেশ ,যারা ছবি প্রেমিক তাদের জন্যে বেস্ট একটি প্লেস এটি তাদের লাঞ্চে ১০০+ আইটেম পাবেন মাত্র ৮৯৫ টাকায় ,টাইম:- ১-৪ টা পর্যন্ত ।এবার আসাযাক খাবারের কথায় তাদের মেইন আইটেম এর মধ্যে ছিল:-খিচুরি ,হাঁস ভূণা, কাচ্চি, বীফ রেজালা, মাটন ডাল, ফ্রাইড রাইস, ফ্রাইড চিকেন, হারিয়ালি চিকেন মাসালা, নাগা উইংস, কাবাব আইটেম, বিবিকিউ চিকেন, নান, প্রন কারি, ফ্লেমিং চিকেন, রেড সস পাস্তা, হোয়াইট সস পাস্তা, শর্মা ইত্যাদি।  এপিটাইজার আইটেম ছিলো- থাইসুপ, ভেজিটেবল সুপ , সি-ফুড সুপ, অন্থন,ভেজিটেবল রোল, চাওমিন, মিক্সড টোম্পোরা, পাকোড়া,চিকেন ফ্রাই। ডেজার্ট আইটেম ছিলো-ব্ল্যাক ফরেস্ট কেক,লেমন কেক ,চকলেট কেক, রেড ভেলভেট কেক, ভ্যানিলা ফ্লেভার পেস্ট্রি, চকলেট ব্রাউনি, পায়েস,সেমাই, কয়েক ধরণের মিস্টি, জর্দা, শাহী টুকরা, টিরামিসু পেস্ট্রি ইত্যাদি।",good
"এবার খাবারের কথা বলা যাক। এপিটাইজারে ছিলো ৩ ধরনের স্যুপ। সী ফুড স্যুপ, থাই স্যুপ আর ভেজিট্যাবল স্যুপ। আমার কাছে সী ফুড স্যুপটাই বেশি ভালো লাগছে। তবে স্কুইড টা এড করলে আরও অনেক বেশি জোস লাগত।এছাড়াও পাস্তা, ওন্থন, চিকেন ফ্রাই, স্প্রিং রোল, নাগা উইংস, হোয়াইট পাস্তা, রেড পাস্তা সহ আরও অনেক আইটেম ছিলো। এর মধ্যে নাগা উইংসটা বেস্ট",good
"মেইন কোর্সে ছিলো খিচুড়ি, খাসির বিরিয়ানি, বীফ রেজালা, ফ্রাইড রাইস, চাওমিন, বাটার নান, বাটার চিকেন, চিকেন কাবাব, ডাল, চিকেন ফ্রাই, সুইট প্রণ, আচারী চিকেন সহ আরও অনেকগুলো আইটেম। খিচুরীটা এর মধ্যে বেশ ঝরঝরা ছিলো। আর এর সাথে বীফ নিয়ে খেতে দারূন লাগে এক কথায়। এরপর খাসির বিরিয়ানিটাও জোস লাগছে আমার কাছে",good
বেশ অনেকদিন থেকেই যাওয়ার ইচ্ছা ছিলো। এট লাস্ট চলেই গেলাম। প্রথমেই তাদের ইন্টেরিওর নিয়ে কিছু বলি। ইন্টেরিওরটা আমার কাছে খুবই ভালো লাগছে। আর প্লেসটাও বেশ বড়। বেশ সুন্দর করে প্রতিটা জিনিস সাজানো,good
"রিফিলের অবস্থা খুবই বাজে।ব্যুফের সময় ১:০০ টা বাজে থাকলেও তারা শুরু করে অনেকটাই দেরিতে।যখন শুরু হয়ে যাওয়ার কথা।তখন তাদের প্রায় একটা খাবার ও আশে নাই।শুরু হওয়ার ৩০ মিনিটের মধ্যে কোল্ড ড্রিংকস শেষ।পরে ১ ঘন্টা পরে এনে দেওয়া হয় তাও আবার গরম।খাবার এর মান ১০/৬। ড্রেজার্ট আইটেমের মধ্যে রেড ভেলভেট কেকটা অনেক মজা ছিলো।খাবার শেষ হয়ে যাওয়ার পরে রিফিল করতেই চায় না।লাঞ্চে ১০০+ আইটেম থাকার কথা থাকলেও ঠিক মতো ৮০ টা ছিলো নাকি আমার সন্দেহ।চা,কফি দেওয়ার কথা থাকলেও তা ছিলো না।খাবার কম ও রিফিলের ব্যাপারে অভিযোগ করলেও কোনো কথাই তারা বলে নাই।এমকি দুঃখিত অনুভব ও করেনি।আমি Buffet Lounge থেকে এটা আশা করতে পারিনি।ফেসবুকে তাদের অনেক রিভিউ দেখেই গিয়েছিলাম।কিন্তু হতাশ।",bad
